p_id,Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs
dmart1033,"Mother Dairy Cheese Cubes","Mother Dairy",125,115,"Dairy & Beverages",Dairy,"180 gm","OverviewMother Dairy Cheese Cubes are best served with pineapple dices, and to add some zing, you can sprinkle some chaat masala over the cubes. This nutritious product from the house of Amul is rich in milk proteins and calcium.Key FeaturesCheese Cubes provides calcium and protein, as well as some vitamin A, B12, riboflavin, zinc and phosphorus. And it's a source of conjugated linoleic acid (CLA), a fat that may have anti-cancer, weight-reducing, and heart-protective effects. Use soft cheese in place of sliced cheese in sandwiches, or, if it is soft enough, even in place of mayonnaise.About the BrandMother Dairy Fruit & Vegetable Pvt Ltd is an Indian food processing company that manufactures, markets and sells milk, milk products and other edible products. Mother Dairy was founded in 1974, as a wholly owned subsidiary of the National Dairy Development Board (NDDB).","Dairy & Beverages > Dairy"
dmart1034,"Amul Fresh Paneer",Amul,80,70,"Dairy & Beverages",Dairy,"200 gm","OverviewAmul Fresh Paneer is made from pure milk, hygenically packed untouched by hand. It adheres to FSSAI norms. Amul fresh paneer is a rich source of protein.IngredientsMilk Solids, Citric acid","Dairy & Beverages > Dairy"
dmart1035,"NescafÃ© Classic Coffee Jar",Nescafe,330,275,"Dairy & Beverages",Beverages,"95 gm","
100% pure natural coffee beans go into making every granule of NescafÃ© Classic. With the new world class ERA technology, you get richer aroma and an unmatched coffee experience to stimulate your senses every morning with your favourite NescafÃ©. The Coffee is 100% natural and contains antioxidants which helps in fighting free radicals.
So grab your favourite NescafÃ© Classic and kick start your day the NescafÃ© way!
","Dairy & Beverages > Beverages"
dmart1036,"Mother Dairy Cheese Slices","Mother Dairy",135,120,"Dairy & Beverages",Dairy,"200 gm","OverviewMother Dairy offers delicious cheese made from fresh cow's milk. Its wonderful flavour and creamy, delicate texture make it ideal for usage in a variety of dishes. It's prepared with calcium-fortified milk, and each slice of Mother Dairy Cheese provides about 20% of a growing child's daily calcium needs.About the BrandMother Dairy Fruit & Vegetable Pvt Ltd is an Indian food processing company that manufactures, markets and sells milk, milk products and other edible products. Mother Dairy was founded in 1974, as a wholly owned subsidiary of the National Dairy Development Board (NDDB).","Dairy & Beverages > Dairy"
dmart1037,"NescafÃ© Classic Coffee Jar",Nescafe,170,155,"Dairy & Beverages",Beverages,"48 gm","
100% pure natural coffee beans go into making every granule of NescafÃ© Classic. With the new world class ERA technology, you get richer aroma and an unmatched coffee experience to stimulate your senses every morning with your favourite NescafÃ©. The Coffee is 100% natural and contains antioxidants which helps in fighting free radicals.
So grab your favourite NescafÃ© Classic and kick start your day the NescafÃ© way!
","Dairy & Beverages > Beverages"
dmart1038,"NescafÃ© Classic Coffee Jar",Nescafe,80,74,"Dairy & Beverages",Beverages,"25 gm","
100% pure natural coffee beans go into making every granule of NescafÃ© Classic. With the new world class ERA technology, you get richer aroma and an unmatched coffee experience to stimulate your senses every morning with your favourite NescafÃ©. The Coffee is 100% natural and contains antioxidants which helps in fighting free radicals.
So grab your favourite NescafÃ© Classic and kick start your day the NescafÃ© way!
","Dairy & Beverages > Beverages"
dmart1039,"Amul Malai Paneer (Frozen)",Amul,378,349,"Dairy & Beverages",Dairy,"1 Kg","OverviewFor busy bees, this is the most convenient form of paneer. It is frozen and can be used quickly. The paneer has smooth: uniform texture and softness.Key Features- Rich in Proteins- Pure and HygienicBenefitsHaving high fat and low moisture compared to loose paneer available in market.IngredientsMilk Solids: Citric acid","Dairy & Beverages > Dairy"
dmart104,"Chowli Red",,77,67,Grocery,Pulses,"500 gm","BenefitsThe potassium in lobia helps balance the excess sodium in their diets and keeps the blood pressure at a healthy level.Lobia also contains vitamin B1, or thiamine, which helps maintain the health of nerves and is also essential for glucose metabolism in the body, and vitamin A, a vision-enhancing nutrient.Lobia is loaded with fiber, and the kind it has is non as soluble fiber, which binds to cholesterol and helps throw it out of the body, besides keeping constipation away. How to UseIn traditional Southern cuisine, the cooked beans are mixed with meat, spices, and leafy greens.It can be added to a variety of recipes, including soups, stews, and salads. Any Other Must-Know InformationCalories: 150,Carbs: 0 g,Fat: 0 g,Protein: 0 g.","Grocery > Pulses"
dmart1040,"Amul Mozzarella & Cheddar Pizza Cheese",Amul,113,106,"Dairy & Beverages",Dairy,"200 gm","OverviewStretch of mozzarella & taste and shine of cheddar. It doesn't need to be kept in deep freeze. Make perfect Italian Pizzas at home with the new Amul Processed Cheese.","Dairy & Beverages > Dairy"
dmart1041,"Amul Frozen Rasmalai",Amul,220,190,"Dairy & Beverages",Dairy,"500 gm"," Key FeaturesMade from fresh Amul Milk Longer shelf life (1 year)  Hygienic & convenient packaging compared to local sweets shop  Uniformity in quality and standards of ingredients used  Most widely and round the year available frozen sweet in India.IngredientsRabdi / Condensed milk (Milk Solids, Sugar), Chhana / Indian Cottage Cheese (24%), Pistachio (0.4%) and Permitted Class II Preservative (E222)About the BrandAmul, is an Indian dairy cooperative society, based at Anand in the Indian state of Gujarat. Formed in 1946, it is a cooperative brand managed by a cooperative body, the Gujarat Co-operative Milk Marketing Federation Ltd. (GCMMF), which today is jointly owned by 36 lakh (3.6 million) milk producers in Gujarat and the apex body of 13 District Milk Unions, spread across 13,000 villages of Gujarat. Amul spurred India's White Revolution, which made the country the world's largest producer of milk and milk products. ","Dairy & Beverages > Dairy"
dmart1042,"D'lecta Cream Cheese",D'lecta,330,264,"Dairy & Beverages",Dairy,"400 gm","Key Features- India's No. 1 Cream Cheese- 100% Vegetarian- Natural Cheese- Made from Cow Milk- Fresh Taste & Smooth Texture- Perfect for delicious cheesecakes and more- Free recipe inside packHow to Use- Open and consume directly, no cooking necessary. Store in refrigerator once opened.Any Other Must-Know Information- Rich creamy cheese, perfect for cheesecakes and more.Disclaimer if any- Contains MilkCare Instructions- Store refrigerated 2-4 Â°C.Benefits- Rich, Creamy, Natural Product, Less Salt, Less FatAbout the BrandD'lecta is India's fastest growing Cheese Brand. Specialize in premium cheeses like Cream cheese, Feta, Natural Cheddar, Mozzarella, and Melto, Products are available in more than 1500 national modern trade chain stores, and more than 10000 GT retailers.","Dairy & Beverages > Dairy"
dmart1043,"Amul Fresh Cream",Amul,65,61,"Dairy & Beverages",Dairy,"250 ml","
Amul Fresh Cream makes for mouthwatering preparations.
- It is sterilized at high temperature and packed aseptically to give safe, rich cream which stays fresh until opened.
- Is made of fresh and pure milk cream.
","Dairy & Beverages > Dairy"
dmart1044,"Epigamia Milkshake Strawberry",Epigamia,35,27,"Dairy & Beverages",Dairy,"180 ml","BenefitsNo PreservativeHigh in CalciumHigh in Vitamin ASuper Quality and Thick5.4 gms of Protein Nutritional Information (Per 100 ml)Energy : 106 kcalProtein : 3 gCarbohydrate : 14.5 gOf Which Sugar : 9.5gFat : 4 gVitamin A : 71 mcgVitamin D : 0.65 mcgCalcium : 100 mcg","Dairy & Beverages > Dairy"
dmart1045,"Continental Xtra Instant South Blend Coffee",Continental,140,70,"Dairy & Beverages",Beverages,"50 gm","OverviewContinental Xtra Instant Coffee has a richness and freshness that is authentic. A carefully crafted combination of 70% coffee and 30% chicory. Its aroma, flavour, and richness enchant the senses, providing you with the much-needed boost to take on any obstacle during the day. With this powerful cup of coffee, savour the rich, long-lasting flavour. Key FeaturesCarefully chosen Coffee Beans blended with roasted Chicory to provide a strong cup of rich tasting. A meticulous preparation of 70% Coffee and 30% Chicory, XTRA creates a Magic for the Senses owing to its Aroma, Flavour and Richness.How to UseAdd Continental coffee powderAdd hot water/milkAdd sugar to tasteStir well and enjoy a perfect cup of coffeeAny Other Must-Know InformationContinental Xtra is 100% pure, instant, soluble Coffee processed from carefully selected. plantation Arabica and washed Robusta beans blended to perfection for complete satisfaction , instantly About the BrandCCL is India's largest coffee manufacturer and exporter, having been founded in 1995. CCL has become one of the most popular coffee brands in the world, selling over 200 coffee blends to over 90 countries. With the CONTINENTAL Brand, CCL now offers the same taste, richness, and aroma as the finest instant coffee in India.","Dairy & Beverages > Beverages"
dmart1046,"ColombianÂ BrewÂ Instant CoffeeÂ Original",Colombian,299,149,"Packaged Food","Gourmet Food","100 gm",India,"Packaged Food > Gourmet Food"
dmart1047,"D'lecta Cream Cheese",D'lecta,175,149,"Dairy & Beverages",Dairy,"150 gm","Key Features- India's No. 1 Cream Cheese- 100% Vegetarian- Natural Cheese- Made from Cow Milk- Fresh Taste & Smooth Texture- Perfect for delicious cheesecakes and more- Free recipe inside packHow to Use- Open and consume directly, no cooking necessary. Store in refrigerator once opened.Any Other Must-Know Information- Rich creamy cheese, perfect for cheesecakes and more.Disclaimer if any- Contains MilkCare Instructions- Store refrigerated 2-4 Â°C.Benefits- Rich, Creamy, Natural Product, Less Salt, Less FatAbout the BrandD'lecta is India's fastest growing Cheese Brand. Specialize in premium cheeses like Cream cheese, Feta, Natural Cheddar, Mozzarella, and Melto, Products are available in more than 1500 national modern trade chain stores, and more than 10000 GT retailers.","Dairy & Beverages > Dairy"
dmart1048,"Amul Fresh Cream",Amul,205,193,"Dairy & Beverages",Dairy,"1 L","
Amul Fresh Cream makes for mouthwatering preparations.
- It is sterilized at high temperature and packed aseptically to give safe, rich cream which stays fresh until opened.
- Is made of fresh and pure milk cream.
","Dairy & Beverages > Dairy"
dmart1049,"D'lecta Processed Cheese Block",D'lecta,155,124,"Dairy & Beverages",Dairy,"200 gm","OverviewD'lecta cheese block is made from pure cow's milk and is easy to grate. Enhance the flavour and texture of your favourite dishes.Key FeaturesMade from cow milkGood shredding quality and provides an extra rich look to the finished productGood melting characteristicsControlled browning and bakingIngredientsCheese, Water, Milk Solids, Emulsifiers (INS 452(i), INS 339(iii)), Iodized Salt, Acidity Regulator (INS 260), Preservative (INS 200).Nutritional InfoNutrition Information (Per 100 g*)Energy 269 kcalFat 21 gProtein 17 gSalt 2.5 gCarbohydrate 3 g of which sugar # 0gSugar 0.0 g*Approx. value # Sucrose.How to consumeDirect consumption.Continental cooking, sandwiches, finger foods.Storage conditionStore chilled at or below 0-4Â°C.Shelf lifeBest before 9 months from manufacturing date.About the BrandD'lecta, headquartered in Mumbai, is committed to helping farmers find a market for their produce. They started their operations with milk based products which continue to dominate their product portfolio.","Dairy & Beverages > Dairy"
